Player,Team,Position,Age,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,xA per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",conference_season,conference_type,Season
L. Kunde,Alabama Crimson Tide,"RAMF , RCMF3 , LCMF3",,19,842,1,2.73,1,1.45,37.52,46.72,United States,United States,168,0,10.9,10.05,63.83,3.74,48.57,0.32,0.32,0.11,4.17,4.13,1.92,0,0.0,0,0.0,6.95,0.11,1,0.11,0.29,0,0.0,18,1.92,22.22,5.556,0.11,0.16,2.57,45.83,0.86,37.5,1.71,50.0,0.21,10.26,50.0,19.45,39.01,3.42,3.63,28.86,1.39,1.28,43.29,78.77,11.97,72.32,9.09,88.24,12.19,80.7,39.01,82.74,1.71,37.5,15.23,22.7,0.86,0.21,0.0,0.43,50.0,0.43,4.28,80.0,2.03,52.63,0.32,33.33,0.53,1.07,5.45,72.55,0,,0,,0,0.0,0.0,0.0,,,0.21,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
K. Good,Missouri Tigers,"RCMF , LCMF , RDMF",,16,842,1,0.92,0,0.09,24.69,46.75,United States,United States,163,0,8.76,6.84,62.5,5.24,34.69,0.21,0.19,0.21,4.28,3.82,1.18,0,0.0,0,0.0,2.67,0.11,1,0.11,0.1,0,0.0,15,1.6,40.0,6.667,0.0,0.01,0.43,50.0,0.0,0.0,0.43,50.0,0.21,3.21,56.67,8.34,43.59,0.64,0.53,16.46,0.64,2.03,29.18,68.86,11.86,54.95,3.85,91.67,8.44,73.42,25.97,73.25,2.78,30.77,15.81,21.9,0.43,0.0,0.0,0.43,0.0,0.0,5.34,44.0,2.03,36.84,0.75,14.29,0.32,0.32,5.34,48.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
K. Henderson,Alabama Crimson Tide,CF,21.0,19,826,1,2.24,1,1.47,22.01,42.08,United States,United States,161,0,6.21,5.67,55.77,3.81,48.57,0.54,0.58,0.11,2.51,2.67,1.63,1,0.11,0,0.0,1.42,0.11,1,0.11,0.24,0,0.0,12,1.31,25.0,8.333,0.11,0.16,0.44,25.0,0.44,25.0,0.0,0.0,0.0,2.94,33.33,7.85,30.56,3.27,0.65,17.43,2.29,0.76,25.61,74.89,6.65,55.74,7.52,89.86,4.79,81.82,23.54,78.24,1.63,40.0,14.75,17.97,0.65,0.0,0.0,0.44,0.0,0.33,3.27,50.0,1.31,16.67,0.87,12.5,0.65,0.11,2.72,80.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
M. Baker,Vanderbilt Commodores,"RB , LCB3",,13,826,2,0.47,0,0.63,17.11,64.33,United States,United States,0,0,7.41,5.34,75.51,2.51,56.52,0.22,0.28,0.11,3.16,3.99,0.44,1,0.11,0,0.0,2.4,0.22,2,0.22,0.05,0,0.0,6,0.65,50.0,33.333,0.0,0.07,2.51,30.43,1.09,20.0,1.42,38.46,0.11,2.29,57.14,5.77,60.38,0.87,1.53,29.2,1.96,1.31,44.46,73.04,22.34,63.41,5.23,89.58,13.4,85.37,37.05,80.29,5.23,37.5,21.38,38.37,0.87,0.0,0.0,0.44,0.0,0.33,11.44,60.95,3.05,25.0,1.09,10.0,0.11,0.76,12.2,77.68,0,,0,,0,0.0,0.0,0.0,,,0.87,,,0.0,0.0,0.0,0.11,0,0.0,SEC 2023,Power 5,2023
G. Washington,Tennessee Vols,"DMF , RCB , LCB",22.0,15,816,0,0.22,2,0.4,16.43,55.03,Jamaica,Jamaica,178,0,8.38,6.4,67.24,4.96,55.56,0.0,0.0,0.33,4.08,4.68,1.21,1,0.11,0,0.0,0.11,0.0,0,0.0,0.02,0,0.0,4,0.44,0.0,0.0,0.22,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,20.0,1.99,16.67,0.55,0.11,18.97,0.22,0.22,34.08,73.46,15.77,61.54,3.42,90.32,11.14,88.12,28.01,81.1,6.07,38.18,20.6,30.37,0.22,0.11,0.0,0.11,0.0,0.22,5.96,55.56,1.1,40.0,0.55,40.0,0.44,0.0,8.49,57.14,0,,0,,0,0.0,0.0,0.0,,,0.22,,,0.11,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
K. Runyon,Tennessee Vols,CF,,14,808,5,5.87,0,0.67,49.12,36.96,United States,United States,0,0,5.35,6.01,55.56,2.34,28.57,0.22,0.24,0.0,1.78,1.92,2.45,2,0.22,0,0.0,9.02,0.56,5,0.56,0.65,1,0.11,41,4.57,48.78,12.195,0.0,0.07,1.89,11.76,1.23,18.18,0.67,0.0,0.22,12.48,52.68,32.97,34.8,6.91,4.57,10.58,1.78,1.11,24.39,65.75,5.12,52.17,4.79,88.37,8.58,63.64,21.39,71.35,1.23,45.45,15.06,14.05,0.89,0.0,0.0,0.11,0.0,0.11,3.34,56.67,1.67,60.0,0.22,0.0,0.89,0.33,2.0,66.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.11,0,0.0,SEC 2023,Power 5,2023
N. Johnson,LSU Tigers,"RCMF , LCMF , RDMF",,18,807,0,0.56,0,0.0,20.97,50.0,United States,United States,165,0,13.05,8.48,60.53,5.24,48.94,2.01,2.34,0.0,5.91,6.88,2.68,0,0.0,0,0.0,0.89,0.0,0,0.0,0.06,0,0.0,8,0.89,25.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,1.12,50.0,3.79,32.35,0.78,0.33,17.96,0.78,0.78,36.47,75.54,14.61,63.36,4.46,95.0,12.27,81.82,33.79,79.21,2.57,30.43,16.07,17.55,0.0,0.0,0.0,0.22,50.0,0.0,6.13,61.82,0.56,20.0,0.22,50.0,0.22,0.11,5.91,60.38,0,,0,,0,0.0,0.0,0.0,,,0.56,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
Z. Main,Mississippi St. Bulldogs,"CF , RAMF , LW",18.0,18,806,1,0.66,2,1.33,20.99,39.89,United States,United States,0,0,5.69,5.25,63.83,1.67,33.33,0.0,0.0,0.0,2.34,2.19,0.67,0,0.0,0,0.0,3.35,0.11,1,0.11,0.07,0,0.0,12,1.34,33.33,8.333,0.22,0.15,3.68,27.27,0.78,28.57,2.9,26.92,1.34,4.91,38.64,10.27,26.09,1.45,1.67,10.5,1.12,0.45,18.31,54.27,7.26,36.92,2.12,89.47,6.7,61.67,10.94,67.35,3.91,45.71,22.04,29.54,0.56,0.0,0.0,0.22,0.0,0.45,3.8,52.94,4.02,30.56,1.0,33.33,0.56,1.12,5.58,76.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.11,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
E. Houston,Auburn Tigers,RB,19.0,18,804,0,0.13,0,0.72,18.13,51.23,United States,United States,179,0,9.29,9.4,61.9,1.9,23.53,0.11,0.09,0.45,3.36,2.6,0.67,1,0.11,0,0.0,2.35,0.0,0,0.0,0.01,0,0.0,2,0.22,100.0,0.0,0.0,0.08,1.79,12.5,0.22,0.0,1.57,14.29,0.34,3.92,48.57,4.81,41.86,0.67,2.8,13.88,0.9,0.11,25.75,70.43,13.32,63.87,3.36,96.67,6.27,75.0,19.14,84.21,5.15,34.78,20.73,31.17,0.56,0.0,0.0,0.22,0.0,0.11,4.03,50.0,1.46,15.38,0.56,20.0,0.34,0.34,6.6,57.63,0,,0,,0,0.0,0.0,0.0,,,0.45,,,0.0,0.0,0.0,0.11,0,0.0,SEC 2023,Power 5,2023
N. Ramadan,Alabama Crimson Tide,"AMF , CF",,19,800,4,2.23,1,1.09,29.7,48.11,United States,United States,170,0,8.78,9.9,57.95,3.49,51.61,0.23,0.23,0.0,2.81,2.84,1.69,1,0.11,0,0.0,3.71,0.45,4,0.45,0.25,0,0.0,25,2.81,44.0,16.0,0.11,0.12,1.35,25.0,0.56,20.0,0.68,33.33,0.0,3.94,51.43,11.36,37.62,3.15,1.24,25.87,1.24,0.79,42.41,66.58,15.75,50.0,5.18,78.26,12.26,81.65,33.75,74.0,7.54,40.3,18.45,33.15,0.9,0.23,0.11,0.68,16.67,0.68,10.58,47.87,2.7,25.0,2.81,20.0,0.68,0.23,7.2,73.44,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.34,0,0.0,SEC 2023,Power 5,2023
H. Cloud,Ole Miss Rebels,"LWB , LB",21.0,17,793,1,0.15,1,1.04,18.27,47.2,United States,United States,175,0,12.37,9.53,51.19,2.27,70.0,0.0,0.0,0.0,7.49,5.98,1.13,0,0.0,0,0.0,1.7,0.11,1,0.11,0.02,0,0.0,5,0.57,40.0,20.0,0.11,0.12,2.5,22.73,2.27,25.0,0.23,0.0,0.34,1.7,53.33,3.29,34.48,0.68,1.59,17.93,2.5,0.23,30.53,55.02,14.64,41.09,4.88,86.05,8.4,60.81,22.36,67.01,5.79,21.57,24.02,37.21,0.91,0.0,0.0,0.34,0.0,0.23,6.02,24.53,3.4,30.0,0.91,12.5,0.57,0.79,7.15,53.97,0,,0,,0,0.0,0.0,0.0,,,0.68,,,0.68,0.11,0.0,1.82,0,0.0,SEC 2023,Power 5,2023
C. Boeckmann,Texas A&M Aggies,"AMF , RCMF3 , LCMF3",,18,791,2,2.21,5,1.89,21.5,46.56,United States,United States,165,0,5.58,5.12,57.78,1.93,52.94,0.0,0.0,0.0,2.62,2.25,0.91,1,0.11,0,0.0,5.01,0.23,1,0.11,0.25,0,0.0,30,3.41,30.0,6.667,0.57,0.22,1.48,30.77,0.34,0.0,1.14,40.0,0.23,5.35,61.7,11.15,45.92,1.82,3.98,20.94,1.59,0.68,33.22,75.34,11.38,59.0,5.12,88.89,10.13,84.27,29.24,79.77,2.5,50.0,17.94,30.56,2.05,0.11,0.0,1.14,20.0,1.02,4.1,55.56,4.78,52.38,1.37,33.33,2.28,0.57,6.14,79.63,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.68,0.11,0.0,0.23,1,100.0,SEC 2023,Power 5,2023
A. Reisz,Tennessee Vols,GK,19.0,16,781,0,0.0,0,0.0,0.92,75.0,United States,United States,175,0,2.42,0.0,0.0,0.46,100.0,0.0,0.0,0.0,2.42,3.73,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,33.33,0.0,0.0,12.79,0.0,0.0,19.94,90.17,7.14,82.26,0.0,0.0,11.52,95.0,15.67,97.06,4.26,64.86,25.61,32.21,0.0,0.0,0.0,0.0,0.0,0.0,0.23,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,48.39,9,1.04,24,2.77,0,62.5,5.06,0.58,-3.94,-0.454,0.0,0.92,0.46,,,,0.0,0,0.0,SEC 2023,Power 5,2023
S. Aragon,Arkansas Razorbacks,"RWB , CF , LWB",,17,779,5,3.35,1,0.93,25.99,45.78,United States,United States,175,0,7.74,6.82,57.63,5.31,43.48,0.35,0.36,0.12,3.47,3.6,1.5,2,0.23,0,0.0,3.35,0.58,5,0.58,0.39,1,0.12,22,2.54,36.36,22.727,0.12,0.11,1.85,31.25,0.69,0.0,1.16,50.0,0.0,3.7,46.88,9.13,45.57,4.27,0.58,10.05,1.27,1.96,18.37,50.94,8.78,43.42,1.5,76.92,4.62,57.5,14.09,56.56,2.54,36.36,18.14,17.88,0.46,0.0,0.0,0.12,100.0,0.23,4.51,48.72,2.43,38.1,0.23,50.0,1.04,0.58,4.27,72.97,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.12,0.0,0.0,0.23,0,0.0,SEC 2023,Power 5,2023
J. Bartels,Missouri Tigers,"LW , LAMF",,16,778,3,1.29,2,1.73,21.17,38.25,United States,United States,173,0,6.59,5.67,55.1,1.74,40.0,0.0,0.0,0.0,3.47,2.7,0.35,1,0.12,0,0.0,2.2,0.35,3,0.35,0.15,0,0.0,9,1.04,44.44,33.333,0.23,0.2,3.01,11.54,2.08,5.56,0.93,25.0,0.35,3.24,35.71,10.53,28.57,3.01,1.97,17.93,0.93,0.35,32.28,68.46,6.94,53.33,8.21,92.96,11.22,65.98,28.46,74.39,1.04,55.56,18.56,20.63,1.16,0.12,0.0,0.69,33.33,0.46,2.89,36.0,3.35,27.59,0.58,40.0,0.69,0.46,4.97,60.47,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
J. Osborne,Auburn Tigers,"LCB , CB",18.0,11,773,1,0.43,0,0.0,14.79,59.06,England,England,182,0,10.13,6.75,70.69,4.19,63.89,0.12,0.13,0.58,5.24,6.05,0.23,0,0.0,0,0.0,0.23,0.12,1,0.12,0.05,1,0.12,3,0.35,33.33,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,33.33,2.33,20.0,0.35,0.0,6.99,0.12,0.58,23.52,56.93,13.74,41.53,1.98,94.12,6.64,75.44,14.67,72.22,8.85,31.58,21.62,27.61,0.0,0.0,0.0,0.0,0.0,0.0,4.66,30.0,0.23,0.0,0.35,0.0,0.0,0.0,7.45,43.75,0,,0,,0,0.0,0.0,0.0,,,1.28,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
J. Leskauskas,Florida Gators,"AMF , LCMF , RCMF",,17,770,2,1.54,0,0.37,20.92,44.69,United States,United States,170,0,7.36,7.6,53.85,3.04,30.77,0.12,0.1,0.0,3.16,2.76,1.17,0,0.0,0,0.0,2.69,0.23,2,0.23,0.18,0,0.0,20,2.34,25.0,10.0,0.0,0.04,0.12,0.0,0.12,0.0,0.0,0.0,0.0,2.57,72.73,6.9,45.76,1.4,1.05,16.95,0.82,0.58,27.58,69.49,10.64,53.85,4.56,94.87,8.42,72.22,24.19,75.36,3.27,28.57,17.62,25.94,0.35,0.0,0.0,0.82,28.57,0.0,5.03,48.84,2.81,37.5,1.52,23.08,1.05,0.0,3.86,72.73,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.12,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
S. Glover,LSU Tigers,"RWB , RAMF",,17,770,4,2.37,0,0.69,23.03,51.27,United States,United States,157,0,11.1,8.88,60.53,1.64,28.57,1.75,1.69,0.0,3.97,3.83,2.34,3,0.35,0,0.0,4.21,0.47,4,0.47,0.28,0,0.0,14,1.64,50.0,28.571,0.0,0.08,3.04,23.08,0.35,0.0,2.69,26.09,0.23,4.44,57.89,9.35,46.25,3.04,2.81,19.87,1.87,1.17,30.16,70.16,8.06,65.22,7.13,90.16,8.18,62.86,25.48,77.98,1.75,33.33,16.71,23.68,1.4,0.0,0.0,0.47,25.0,0.47,4.21,58.33,2.69,34.78,0.7,33.33,0.35,0.58,5.49,72.34,0,,0,,0,0.0,0.0,0.0,,,0.12,,,0.0,0.0,0.0,2.45,0,0.0,SEC 2023,Power 5,2023
J. Wilkinson,Texas A&M Aggies,CF,21.0,17,748,9,5.17,0,0.18,24.3,31.19,Canada,Canada,173,0,3.25,4.09,38.24,3.49,41.38,0.0,0.0,0.12,1.68,1.52,1.56,0,0.0,0,0.0,4.21,1.08,9,1.08,0.62,2,0.24,35,4.21,48.57,25.714,0.0,0.02,0.84,0.0,0.84,0.0,0.0,0.0,0.12,3.37,53.57,13.11,29.36,5.29,0.96,17.57,1.08,0.96,25.15,79.43,3.85,75.0,9.87,87.8,6.38,73.58,24.18,82.09,0.12,100.0,13.99,1.72,1.08,0.12,0.0,0.36,100.0,0.12,1.32,81.82,0.96,75.0,0.36,100.0,1.08,0.0,1.8,46.67,0,,0,,0,0.0,0.0,0.0,,,0.12,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
M. Pirrello,Florida Gators,"LW , CF",,17,744,2,1.07,1,0.17,25.89,46.26,United States,United States,0,0,8.23,6.9,66.67,2.3,57.89,0.48,0.38,0.0,3.15,2.48,1.69,0,0.0,0,0.0,4.23,0.24,2,0.24,0.13,1,0.12,11,1.33,36.36,18.182,0.12,0.02,3.63,26.67,3.63,26.67,0.0,0.0,0.36,5.93,46.94,12.7,35.24,2.54,3.15,12.82,2.06,1.45,20.69,61.4,5.32,54.55,3.63,80.0,6.77,58.93,16.09,69.17,1.33,54.55,19.01,20.55,0.48,0.12,0.0,0.12,0.0,0.24,1.69,71.43,1.94,31.25,0.36,33.33,0.24,0.85,2.78,60.87,0,,0,,0,0.0,0.0,0.0,,,0.12,,,0.0,0.0,0.0,0.12,0,0.0,SEC 2023,Power 5,2023
M. Spiehs,South Carolina Gamecocks,"LAMF , RAMF",,18,743,1,1.33,2,2.04,16.96,47.14,United States,United States,165,0,6.42,5.33,56.82,2.06,52.94,0.0,0.0,0.0,3.39,2.37,0.85,0,0.0,0,0.0,2.79,0.12,1,0.12,0.16,0,0.0,12,1.45,41.67,8.333,0.24,0.25,2.54,19.05,1.57,15.38,0.97,25.0,0.73,2.42,55.0,6.42,33.96,1.45,0.97,18.78,1.82,0.48,28.83,60.92,10.54,48.28,6.42,90.57,7.99,56.06,23.5,69.59,2.79,26.09,18.46,22.76,1.09,0.0,0.12,1.09,33.33,0.12,4.48,40.54,4.36,30.56,1.7,28.57,1.09,0.48,7.15,61.02,0,,0,,0,0.0,0.0,0.0,,,0.12,,,0.24,0.0,0.0,2.66,0,0.0,SEC 2023,Power 5,2023
K. White,Mississippi St. Bulldogs,CF,,17,739,1,1.85,1,0.67,27.65,43.61,United States,United States,178,0,5.72,4.14,70.59,7.92,61.54,0.37,0.29,0.12,2.44,1.96,1.22,0,0.0,0,0.0,2.07,0.12,1,0.12,0.23,0,0.0,20,2.44,25.0,5.0,0.12,0.08,0.85,28.57,0.12,0.0,0.73,33.33,0.37,2.19,44.44,11.69,23.96,3.78,0.61,13.64,4.02,1.1,23.14,69.47,3.65,60.0,5.6,89.13,7.31,55.0,21.68,71.91,0.73,33.33,14.38,10.75,0.73,0.0,0.0,0.24,100.0,0.61,2.44,55.0,0.85,28.57,0.37,66.67,0.85,0.24,2.44,60.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
P. Carver,Arkansas Razorbacks,GK,,9,729,0,0.0,0,0.0,0.25,100.0,United States,United States,180,0,2.72,0.0,0.0,0.25,100.0,0.0,0.0,0.0,2.72,4.4,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,11.48,73.12,10.25,73.49,0.0,0.0,1.23,70.0,1.85,86.67,9.63,70.51,39.2,41.53,0.0,0.0,0.0,0.0,0.0,0.0,1.11,77.78,0.0,0.0,0.0,0.0,0.0,0.0,7.78,80.95,3,0.37,33,4.07,4,90.91,4.89,0.6,1.89,0.233,0.0,0.62,0.25,,,,0.0,0,0.0,SEC 2023,Power 5,2023
A. Williams,Texas A&M Aggies,"CF , RDMF , RCMF3",,17,717,2,1.53,0,0.25,18.83,46.67,Canada,Canada,165,0,7.15,6.9,78.18,1.51,33.33,0.0,0.0,0.0,1.76,1.94,0.63,0,0.0,0,0.0,1.13,0.25,2,0.25,0.19,0,0.0,9,1.13,33.33,22.222,0.0,0.03,0.5,25.0,0.13,0.0,0.38,33.33,0.13,1.51,41.67,8.03,26.56,1.88,0.63,15.94,0.63,0.88,26.86,81.31,7.66,65.57,5.77,86.96,7.41,89.83,25.23,84.58,1.13,33.33,14.21,8.69,0.38,0.13,0.0,0.0,0.0,0.5,2.13,64.71,1.13,66.67,0.13,100.0,0.25,0.25,3.51,60.71,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
T. Jacobson,South Carolina Gamecocks,"LB , RB",,17,707,0,0.22,0,0.54,15.66,54.47,United States,United States,165,0,8.53,9.55,66.67,1.15,33.33,0.13,0.11,0.25,2.04,1.83,0.0,0,0.0,0,0.0,1.53,0.0,0,0.0,0.03,0,0.0,4,0.51,0.0,0.0,0.0,0.07,1.65,61.54,0.76,33.33,0.89,85.71,0.13,0.89,57.14,3.31,26.92,0.51,1.4,24.19,0.64,0.13,34.24,77.7,15.53,67.21,5.98,93.62,7.77,85.25,28.26,84.23,4.46,42.86,18.38,27.47,0.64,0.0,0.0,0.0,0.0,0.13,6.36,76.0,2.29,55.56,0.25,0.0,0.25,0.89,9.67,68.42,0,,0,,0,0.0,0.0,0.0,,,0.13,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
T. Grambo,Florida Gators,"CF , AMF",,17,699,0,1.4,2,0.53,29.48,41.05,United States,United States,162,0,7.21,6.44,68.0,9.14,40.85,0.0,0.0,0.0,2.83,2.49,0.9,0,0.0,0,0.0,2.7,0.0,0,0.0,0.18,0,0.0,13,1.67,30.77,0.0,0.26,0.07,2.32,27.78,1.55,25.0,0.77,33.33,0.26,2.83,40.91,9.53,25.68,1.55,0.77,18.41,2.19,0.64,32.96,58.59,11.07,50.0,4.89,78.95,9.91,53.25,26.78,65.87,3.86,26.67,17.01,21.08,0.9,0.0,0.0,0.77,50.0,0.39,5.92,50.0,3.22,40.0,1.29,30.0,1.29,0.77,6.18,54.17,0,,0,,0,0.0,0.0,0.0,,,0.13,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
O. Chianelli,Missouri Tigers,"RCMF , LCMF , LDMF",18.0,13,694,1,1.41,0,0.66,24.12,52.69,United States,United States,167,0,12.19,10.5,76.54,2.85,31.82,0.26,0.24,0.13,3.89,3.67,1.3,0,0.0,0,0.0,2.46,0.13,1,0.13,0.18,0,0.0,9,1.17,44.44,11.111,0.0,0.09,0.52,50.0,0.26,50.0,0.26,50.0,0.13,2.59,50.0,7.39,36.84,1.56,0.91,18.03,0.78,1.3,30.86,77.73,8.95,66.67,5.19,87.5,10.24,84.81,28.53,81.36,1.82,28.57,16.5,24.99,1.04,0.0,0.13,0.52,75.0,0.0,3.63,50.0,1.56,41.67,0.65,60.0,0.39,0.39,3.76,65.52,0,,0,,0,0.0,0.0,0.0,,,0.26,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
H. Hartman,LSU Tigers,"LCB3 , LCB , CB",,14,691,0,0.0,0,0.32,16.41,57.94,United States,United States,173,0,9.64,8.73,73.13,3.26,36.0,0.0,0.0,0.26,3.26,4.41,0.0,0,0.0,0,0.0,0.65,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.04,0.13,100.0,0.13,100.0,0.0,0.0,0.0,0.65,40.0,2.6,40.0,0.13,1.69,26.7,0.39,0.65,42.98,83.33,19.41,72.48,4.56,97.14,16.15,93.55,37.25,89.86,5.6,39.53,20.92,31.09,0.26,0.0,0.13,0.26,100.0,0.13,6.51,58.0,0.65,20.0,0.65,60.0,0.0,0.13,9.9,71.05,0,,0,,0,0.0,0.0,0.0,,,3.26,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
T. Bruni,Vanderbilt Commodores,"RAMF , RWB , LAMF",21.0,14,681,1,2.37,2,0.88,25.37,56.25,United States,United States,0,0,11.89,7.14,68.52,4.76,63.89,2.11,1.96,0.13,4.89,4.53,1.32,1,0.13,0,0.0,5.95,0.13,1,0.13,0.31,0,0.0,17,2.25,17.65,5.882,0.26,0.12,5.81,38.64,0.79,16.67,5.02,42.11,0.93,4.63,68.57,10.04,47.37,2.64,2.78,24.58,1.85,1.19,37.0,64.29,13.22,56.0,6.08,89.13,11.37,72.09,27.89,72.51,3.96,46.67,18.97,23.68,0.66,0.0,0.0,0.13,100.0,0.79,6.74,50.98,4.1,32.26,0.53,25.0,0.4,1.59,7.93,73.33,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.13,0,0.0,SEC 2023,Power 5,2023
S. Hennessey,Tennessee Vols,RB,21.0,12,663,0,0.26,1,0.36,10.72,55.7,United States,United States,165,0,8.82,5.29,61.54,1.49,72.73,0.0,0.0,0.14,5.57,6.99,0.54,1,0.14,0,0.0,0.81,0.0,0,0.0,0.04,0,0.0,3,0.41,0.0,0.0,0.14,0.05,1.76,23.08,0.41,0.0,1.36,30.0,0.14,0.54,75.0,1.36,40.0,0.27,0.14,24.3,0.54,0.27,40.72,63.67,25.93,56.02,3.12,82.61,8.01,79.66,32.58,71.25,6.38,36.17,20.07,26.33,0.81,0.0,0.14,0.14,0.0,0.14,11.27,55.42,3.12,30.43,0.54,25.0,0.41,0.41,12.49,68.48,0,,0,,0,0.0,0.0,0.0,,,0.81,,,0.41,0.0,0.0,0.68,0,0.0,SEC 2023,Power 5,2023
J. Stayart,Tennessee Vols,"RCMF , RDMF , RCMF3",20.0,17,657,0,0.88,1,1.35,27.4,52.0,United States,United States,160,0,9.32,6.99,70.59,5.34,46.15,0.0,0.0,0.0,4.38,4.21,0.55,0,0.0,0,0.0,2.88,0.0,0,0.0,0.12,0,0.0,10,1.37,30.0,0.0,0.14,0.19,0.82,16.67,0.41,33.33,0.41,0.0,0.0,3.84,57.14,10.55,40.26,1.64,1.23,14.52,0.27,0.68,30.14,74.55,11.23,58.54,3.56,96.15,10.96,85.0,27.95,77.94,1.51,36.36,18.92,12.47,1.23,0.0,0.0,0.27,50.0,0.27,3.7,70.37,2.33,47.06,0.27,0.0,1.23,0.14,5.34,69.23,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.27,0,0.0,SEC 2023,Power 5,2023
